unit_id,morph_state,p_M1,p_M2,p_M3,p_M4,p_M5,p_M6,p_M7,building_coverage,avg_height,road_density,green_blue_ratio,heritage_ratio,barrier_index,permeability_index,edge_conductance_mean
plot_10995,M3 建成主体·路网稀·风貌无,0.0,2.283368928663829e-11,0.9999998579009576,1.42075225483424e-07,9.483029072844622e-13,3.457681185460292e-14,0.0,0.4629894644245414,61.67415359587443,0.0,0.0,0.0,0.0,0.223847130203386,0.4720675393408578
plot_11257,M4 路网密·覆盖中高·风貌低,0.0,3.965027436767691e-05,0.0,0.9999603013363924,4.486471346067888e-16,4.8389239345889415e-08,0.0,0.5391922531943814,37.99618099992984,0.0062631249217102,0.0,0.0,0.0,0.2758462794728646,0.5827904632834194
plot_11035,M7 无建筑·阻隔高·连通低,0.0,1.085962472671504e-94,1.0113875646846146e-245,4.617445989498033e-293,7.906895070708945e-28,3.658032336497721e-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018782459525183,0.4219058481484534
plot_10994,M4 路网密·覆盖中高·风貌低,0.0,1.6215010403103752e-07,0.0,0.9999982646141388,1.8831045720501647e-62,1.5732357571563378e-06,0.0,0.2969034757068933,84.86234459763416,0.0197402681900173,0.0,0.0,0.0,0.2314539218008735,0.4734135898541499
plot_11029,M6 蓝绿高·路网密·覆盖低,0.0,2.4164925265716665e-29,0.0,1.7491208290279768e-25,0.0,1.0,0.0,0.065728786372861,38.7695039147439,0.0329776625204158,0.0,0.0,0.0,0.2715108402245347,0.5518097069328001
plot_11030,M4 路网密·覆盖中高·风貌低,0.0,0.0002174839542126,4.629661682563343e-180,0.9992082586290344,0.000574146775355,1.1064139793524893e-07,0.0,0.3206145252750862,62.58506184991708,0.0044095762594418,0.0,0.0,0.0,0.2448152872088804,0.5157565110278228
plot_11070,M2 渗透高·连通高·阻隔中高,0.0,0.9991954990991824,0.0,1.1915542902044244e-14,3.904706771848692e-07,0.0008041104301283,0.0,0.0926585221919397,37.041822856322106,0.008768574576346,0.0,0.0,3.333333333333333,0.2233162901891368,0.4643687658732694
plot_12120,M5 覆盖低·建筑高·阻隔高,0.0,1.0567659185767224e-08,1.1590584421114898e-18,7.953666091920196e-28,0.999999985546944,3.885396550061923e-09,0.0,0.0526314736987255,20.18964427318029,0.0,0.0,0.0,0.0,0.2204215736616653,0.4644833164703673
plot_19851,M4 路网密·覆盖中高·风貌低,0.0,2.525085950817448e-85,0.0,0.9999929899641176,0.0,7.010035882463077e-06,0.0,0.5861972433233246,33.29813190661184,0.0455533010975926,0.0,0.0,0.0,0.2410423368617855,0.4742831741009445
plot_11217,M7 无建筑·阻隔高·连通低,0.0,2.640465e-318,0.0,0.0,0.0,1.2486784489184783e-30,1.0,0.0,0.0,0.1484461866265917,0.0,0.0,0.0,0.4273720199507508,0.796274760497262
plot_10470,M5 覆盖低·建筑高·阻隔高,0.0,0.0001883715302201,5.801357220460269e-74,1.776175984687002e-05,0.9997937762740586,9.043587417752906e-08,0.0,0.1627469048511858,30.28476641395081,0.0028069874216023,0.0,0.0,3.0,0.2259945278844009,0.4772143273040891
plot_10425,M3 建成主体·路网稀·风貌无,0.0,4.1683712137302066e-17,0.9999999505856566,3.1671660821397027e-09,4.6247002792085726e-08,1.7507306634945308e-13,0.0,0.3001592692757583,23.364566333070368,0.0,0.0,0.0,0.0,0.2300691319690599,0.485773362709022
plot_10427,M4 路网密·覆盖中高·风貌低,0.0,1.5797311080071346e-09,0.0,0.9999999060224982,0.0,9.23977707621205e-08,0.0,0.5392067380114405,52.34533905235569,0.0237859242596569,0.0,0.0,0.9090909090909092,0.2720904561718917,0.5620168652063413
plot_10426,M3 建成主体·路网稀·风貌无,0.0,1.57615570470377e-11,0.9999999515737727,4.2023243550866924e-08,6.387112983068025e-09,1.0938397364435577e-13,0.0,0.3399535350616269,30.52574664418035,0.0,0.0,0.0,0.0,0.2491247756411342,0.5285612421654835
plot_11500,M1 风貌占比高·覆盖中高·渗透偏高,0.9999975907848052,5.211427400734198e-09,0.0,5.57880607923078e-08,2.3482155838302114e-06,1.2265465259552577e-13,0.0,0.3113036444304737,52.5642516412952,0.0,0.0,1.0,0.0,0.2846776758764221,0.6085864649105677
plot_10437,M3 建成主体·路网稀·风貌无,0.0,1.468940848255425e-09,0.9999999337843436,6.474663355178705e-08,6.415732751055962e-14,1.7288158389057302e-14,0.0,0.4442133366718941,52.91728800007722,0.0,0.0,0.0,3.333333333333333,0.2834278342414401,0.6025057057217187
plot_10438,M4 路网密·覆盖中高·风貌低,0.0,1.879754383185256e-05,0.0,0.999976183035913,1.2377043929786657e-88,5.019420254593784e-06,0.0,0.2954444081838072,92.15419755960497,0.0237131454295219,0.0,0.0,1.818181818181818,0.2879704126618977,0.5985906827024678
plot_10439,M4 路网密·覆盖中高·风貌低,0.0,2.1455187945826936e-46,0.0,0.9999994496555228,0.0,5.503444775196777e-07,0.0,0.3410996175514062,19.32518141367797,0.0361043972112342,0.0,0.0,0.0,0.2749080163805311,0.5598962207534195
plot_9301,M1 风貌占比高·覆盖中高·渗透偏高,0.9999999979919388,5.014770118531966e-10,0.0,1.5063726057330871e-09,3.9102487132744295e-18,2.119379452425942e-13,0.0,0.5146405317899729,20.106259628225757,0.0,0.0,0.9999999999999998,0.0,0.2326977593635905,0.4929870346968679
plot_11499,M1 风貌占比高·覆盖中高·渗透偏高,0.9999999201068712,2.463888310436412e-11,0.0,7.986733285561152e-08,2.800935379055599e-59,1.1571484409406096e-12,0.0,0.4163327003517478,21.73708808842446,0.0167330663521472,0.0,1.0000000000000002,0.0,0.2746095119431989,0.5728624415998831
plot_11031,M4 路网密·覆盖中高·风貌低,0.0,8.215518704607845e-12,0.0,0.9999963052321608,1.1174218427150107e-47,3.694759623855259e-06,0.0,0.5076420608739095,29.564654440726308,0.0160044658817025,0.0,0.0,0.0,0.2779934403371318,0.5736843780792863
plot_10436,M3 建成主体·路网稀·风貌无,0.0,2.318662615637696e-09,0.9999999271155716,7.056551884959322e-08,5.121188528878743e-15,2.4253000326697384e-13,0.0,0.4283320912789327,17.272549103072862,0.0,0.0,0.0,10.0,0.1398916708926107,0.2911029476625917
plot_11218,M3 建成主体·路网稀·风貌无,0.0,2.265300998167829e-08,0.9999624189730704,3.641106159503183e-05,1.1473118548315583e-06,4.692981903294944e-13,0.0,0.4141194207819951,66.70055105055323,0.0,0.0,0.0,2.5,0.2066346225141849,0.4333494805870777
plot_20026,M4 路网密·覆盖中高·风貌低,0.0,4.856418438269441e-09,0.0,0.9999999808663348,3.732124171955444e-84,1.4277246314168097e-08,0.0,0.5257988252713147,19.571254746981623,0.0212420071473317,0.0,0.0,0.0,0.2891868086093831,0.5972383052395933
plot_10435,M3 建成主体·路网稀·风貌无,0.0,1.6559651690894202e-10,0.9999999279334862,7.19008719138343e-08,1.6849169697412292e-22,4.5755494094318295e-14,0.0,0.5395097257071727,18.35193260723124,0.0,0.0,0.0,10.0,0.1500038701449481,0.3135194892109958
